symbol,yahoo_ticker,market_cap,isin,name,market,icb_industry,icb_supersector,icb_sector,icb_subsector
LEBL,LEBL.PA,480000.0,FR0000065930,FONCIERE 7 INVEST,XPAR,"50, Industrials","5020, Industrial Goods and Services","502020, Electronic and Electrical Equipment","50202010, Electrical Components"
ALCAB,ALCAB.PA,453063.0,FR001400DIY6,CABASSE,ALXP,"40, Consumer Discretionary","4020, Consumer Products and Services","402030, Leisure Goods","40203010, Consumer Electronics"
ALVG,ALVG.PA,217013.0,FR0013530102,VEOM GROUP,ALXP,"40, Consumer Discretionary","4020, Consumer Products and Services","402030, Leisure Goods","40203010, Consumer Electronics"
ALTOO,ALTOO.PA,198964.0,FR00140062B9,TOOSLA,ALXP,"40, Consumer Discretionary","4020, Consumer Products and Services","402010, Consumer Services","40201040, Rental and Leasing Services: Consumer"
ALBOO,ALBOO.PA,121271.0,FR00140153G5,BOOSTHEAT,ALXP,"60, Energy","6010, Energy","601020, Alternative Energy","60102020, Renewable Energy Equipment"
ALSAF,ALSAF.PA,116888.0,FR001400ZU25,SAFE,ALXP,"20, Health Care","2010, Health Care","201020, Medical Equipment and Services","20102015, Medical Supplies"
ALNEV,ALNEV.PA,190.0,FR0014010856,NEOVACS,ALXP,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103010, Biotechnology"
ML,ML.PA,0.0,FR001400AJ45,MICHELIN,XPAR,"40, Consumer Discretionary","4010, Automobiles and Parts","401010, Automobiles and Parts","40101015, Tires"
CSNV,CSNV.PA,,FR0014013Q98,AXA NV26,XPAR,"30, Financials","3030, Insurance","303020, Non-life Insurance","30302010, Full Line Insurance"
BIBS3,BIBS3.PA,,FR0014016WC0,BIOPHYTIS BSA31,ALXP,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103010, Biotechnology"
CBBSA,CBBSA.PA,,FR001400O416,CBI BSA A,ALXP,"40, Consumer Discretionary","4020, Consumer Products and Services","402030, Leisure Goods","40203040, Electronic Entertainment"
CBSAB,CBSAB.PA,,FR001400O408,CBI BSA B,ALXP,"40, Consumer Discretionary","4020, Consumer Products and Services","402030, Leisure Goods","40203040, Electronic Entertainment"
CJBS,CJBS.PA,,FR001400UR90,CROSSJECT BS27,ALXP,"20, Health Care","2010, Health Care","201020, Medical Equipment and Services","20102010, Medical Equipment"
DEEZW,DEEZW.PA,,FR0014004JF6,DEEZER WARRANTS,XPAR,"10, Technology","1010, Technology","101010, Software and Computer Services","10101020, Consumer Digital Services"
BNBS,BNBS.PA,,FR0014007951,DRONE VOLT BS28,ALXP,"50, Industrials","5020, Industrial Goods and Services","502010, Aerospace and Defense","50201010, Aerospace"
GIDBS,GIDBS.PA,,FR001400TAW3,EGIDE BSA,ALXP,"50, Industrials","5020, Industrial Goods and Services","502020, Electronic and Electrical Equipment","50202010, Electrical Components"
HAFBS,HAFBS.PA,,FR001400Y4X9,HAFFNER ENERGY BSA,ALXP,"60, Energy","6010, Energy","601020, Alternative Energy","60102010, Alternative Fuels"
ALCPA,ALCPA.PA,,FR001400NQB6,MACOMPTA.FR,ALXP,"10, Technology","1010, Technology","101010, Software and Computer Services","10101015, Software"
MKTBS,MKTBS.PA,,FR00140140W9,MAUNA KEA BSA,ALXP,"20, Health Care","2010, Health Care","201020, Medical Equipment and Services","20102010, Medical Equipment"
MDTBS,MDTBS.PA,,FR0014011D04,MEDIAN TECH BSA,ALXP,"10, Technology","1010, Technology","101010, Software and Computer Services","10101015, Software"
NICBS,NICBS.PA,,FR001400QEQ3,NICOX BSA,ALXP,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103015, Pharmaceuticals"
ONEBS,ONEBS.PA,,FR00140126G1,ONE EXP BSA 2025 2,ALXP,"50, Industrials","5020, Industrial Goods and Services","502050, Industrial Support Services","50205020, Professional Business Support Services"
VACBS,VACBS.PA,,FR001400B4H9,PIERRE VAC BSA ACT,XPAR,"40, Consumer Discretionary","4050, Travel and Leisure","405010, Travel and Leisure","40501025, Hotels and Motels"
CBR,CBR.PA,,FR0000045619,ROBERTET CDV 87,XPAR,"55, Basic Materials","5520, Chemicals","552010, Chemicals","55201020, Specialty Chemicals"
TBSO,TBSO.PA,,FR0000063307,TBSO,XPAR,"50, Industrials","5020, Industrial Goods and Services","502050, Industrial Support Services","50205020, Professional Business Support Services"
TDBS2,TDBS2.PA,,FR0014012OE2,TD BSA 2025-2,ALXP,"50, Industrials","5020, Industrial Goods and Services","502010, Aerospace and Defense","50201010, Aerospace"
TDBS3,TDBS3.PA,,FR0014012ZX8,TD BSA 2025-3,ALXP,"50, Industrials","5020, Industrial Goods and Services","502010, Aerospace and Defense","50201010, Aerospace"
TERBS,TERBS.PA,,FR0014000TB2,TERACT BS,XPAR,"40, Consumer Discretionary","4040, Retail","404010, Retailers","40401010, Diversified Retailers"
TDBS,TDBS.PA,,FR001400RIB4,TONNER DRONES BSA,ALXP,"50, Industrials","5020, Industrial Goods and Services","502010, Aerospace and Defense","50201010, Aerospace"
